EDAD,Básico,Pér. Org.,Muerte Acc,Muerte Acc Col,Invalidez,Otros,Certificados,Reaseguro
50," 4,214 ", -   , -   , -   , -   , -   ,1,Facultativo
70," 4,217 ", -   , -   , -   , -   , -   ,1,Automático
53," 4,220 ", -   , -   , -   , -   , -   ,1,Automático
70," 4,230 ", -   , -   , -   , -   , -   ,1,Automático
37," 4,231 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 4,234 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,235 ", -   , -   , -   , -   , -   ,1,Automático
30," 4,240 ", -   , -   , -   ," 4,240 ", -   ,1,Automático
55," 4,242 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 4,247 ", -   , -   , -   , -   , -   ,1,Automático
21," 4,249 ", -   , -   , -   , -   , -   ,1,Automático
35," 4,249 ", -   , -   , -   , -   , -   ,1,Automático
60," 4,250 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,250 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,251 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,258 ", -   , -   , -   , -   , -   ,1,Automático
50," 4,258 ", -   , -   , -   ," 4,258 "," 2,693 ",1,Automático
27," 4,259 ", -   , -   , -   , -   , -   ,1,Automático
75," 4,259 ", -   , -   , -   , -   , -   ,1,Automático
66," 4,261 ", -   , -   , -   , -   , -   , 1 ,Automático
60," 4,270 ", -   , -   , -   ," 4,270 ", -   ,1,Automático
23," 4,272 ", -   , -   , -   ," 4,272 ", -   ,1,Automático
61," 4,276 ", -   , -   , -   , -   , -   ,1,Automático
43," 4,278 ", -   , -   , -   , -   , -   ,1,Automático
51," 4,284 ", -   , -   , -   , -   , -   ,1,Facultativo
26," 4,289 ", -   , -   , -   , -   , -   ,1,Automático
54," 4,291 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 4,309 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,314 ", -   , -   , -   , -   , -   ,1,Automático
65," 4,314 ", -   , -   , -   , -   , -   , 2 ,Automático
26," 4,317 ", -   , -   , -   ," 4,317 ", -   ,1,Automático
46," 4,318 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,324 ", -   , -   , -   , -   , -   ,1,Automático
47," 4,329 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,331 ", -   , -   , -   , -   , -   ,1,Automático
28," 4,332 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,332 ", -   , -   , -   , -   , -   ,1,Automático
23," 4,332 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,333 ", -   , -   , -   , -   , -   ,1,Facultativo
35," 4,342 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,342 ", -   , -   , -   , -   , -   ,1,Facultativo
33," 4,353 ", -   , -   , -   , -   , -   ,1,Automático
74," 4,358 ", -   , -   , -   , -   , -   ,1,Automático
53," 4,360 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,363 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 4,367 ", -   , -   , -   , -   , -   ,1,Automático
68," 4,370 ", -   , -   , -   , -   , -   ,1,Facultativo
78," 4,372 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,377 ", -   , -   , -   ," 4,377 ", -   ,1,Automático
54," 4,378 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,387 ", -   , -   , -   , -   , -   ,1,Automático
71," 4,392 ", -   , -   , -   , -   , -   ,1,Automático
41," 4,400 ", -   , -   , -   ," 4,400 "," 1,348 ",1,Automático
49," 4,405 ", -   , -   , -   , -   , -   ,1,Automático
38," 4,412 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,412 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,413 ", -   , -   , -   , -   , -   ,1,Automático
66," 4,413 ", -   , -   , -   , -   , -   , 1 ,Automático
68," 4,417 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,418 ", -   , -   , -   , -   , -   ,1,Automático
69," 4,431 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 4,431 ", -   , -   , -   , -   , -   ,1,Automático
68," 4,434 ", -   , -   , -   , -   , -   ,1,Automático
65," 4,438 ", -   , -   , -   ," 4,438 ", -   , 1 ,Automático
61," 4,438 ", -   , -   , -   , -   , -   ,1,Automático
60," 4,443 ", -   , -   , -   ," 4,443 ", -   ,1,Automático
81," 4,449 ", -   , -   , -   , -   , -   ,1,Automático
65," 4,455 ", -   , -   , -   , -   , -   , 1 ,Automático
42," 4,462 ", -   , -   , -   , -   , -   ,1,Automático
45," 4,467 ", -   , -   , -   , -   , -   ,1,Automático
37," 4,468 ", -   , -   , -   , -   , -   ,1,Automático
75," 4,480 ", -   , -   , -   , -   , -   ,1,Automático
49," 4,481 ", -   , -   , -   , -   , -   ,1,Automático
51," 4,482 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,486 ", -   , -   , -   , -   , -   ,1,Automático
33," 4,491 ", -   , -   , -   , -   , -   ,1,Automático
31," 4,493 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 4,495 ", -   , -   , -   ," 4,495 ", -   ,1,Automático
62," 4,497 ", -   , -   , -   , -   , -   ,1,Facultativo
24," 4,497 ", -   , -   , -   , -   , -   ,1,Automático
42," 4,500 ", -   , -   , -   , -   , -   ,1,Automático
48," 4,500 ", -   , -   , -   , -   , -   ,1,Automático
51," 4,500 ", -   , -   , -   , -   , -   ,1,Automático
43," 4,501 ", -   , -   , -   , -   , -   ,1,Facultativo
38," 4,507 ", -   , -   , -   ," 4,507 ", -   ,1,Automático
49," 4,511 ", -   , -   , -   ," 4,511 ", -   ,1,Automático
68," 4,512 ", -   , -   , -   , -   , -   ,1,Automático
76," 4,513 ", -   , -   , -   , -   , -   , 1 ,Facultativo
30," 4,515 ", -   , -   , -   , -   , -   ,1,Automático
56," 4,517 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,525 ", -   , -   , -   , -   , -   ,1,Automático
65," 4,526 ", -   , -   , -   , -   , -   , 1 ,Automático
67," 4,542 ", -   , -   , -   , -   , -   ,2,Automático
23," 4,543 ", -   , -   , -   , -   , -   ,1,Automático
30," 4,551 ", -   , -   , -   , -   , -   ,1,Facultativo
63," 4,555 ", -   , -   , -   , -   , -   , 1 ,Automático
85," 4,558 ", -   , -   , -   , -   , -   , 1 ,Facultativo
50," 4,562 ", -   , -   , -   ," 4,562 ", -   ,1,Automático
55," 4,569 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,570 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,572 ", -   , -   , -   , -   , -   ,1,Automático
68," 4,573 ", -   , -   , -   , -   , -   ,1,Automático
52," 4,582 ", -   , -   , -   , -   , -   ,1,Automático
26," 4,582 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,588 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,592 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,597 ", -   , -   , -   , -   , -   ,1,Automático
52," 4,600 ", -   , -   , -   , -   , -   ,1,Automático
74," 4,604 ", -   , -   , -   , -   , -   ,1,Automático
49," 4,605 ", -   , -   , -   , -   , -   ,1,Automático
32," 4,611 ", -   , -   , -   , -   , -   ,1,Automático
31," 4,617 ", -   , -   , -   , -   , -   ,1,Automático
46," 4,620 ", -   , -   , -   ," 4,620 ", 628 ,1,Automático
52," 4,624 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,627 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 4,630 ", -   , -   , -   , -   , -   ,1,Automático
66," 4,634 ", -   , -   , -   , -   , -   ,1,Facultativo
35," 4,636 ", -   , -   , -   , -   , -   ,1,Automático
63," 4,637 ", -   , -   , -   , -   , -   , 1 ,Automático
57," 4,643 ", -   , -   , -   , -   , -   ,1,Automático
55," 4,644 ", -   , -   , -   , -   , -   ,1,Automático
40," 4,647 ", -   , -   , -   , -   , -   ,1,Automático
53," 4,649 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,658 ", -   , -   , -   , -   , -   , 1 ,Automático
67," 4,660 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,667 ", -   , -   , -   ," 4,667 ", -   ,1,Automático
69," 4,671 ", -   , -   , -   , -   , -   ,1,Automático
81," 4,671 ", -   , -   , -   , -   , -   ,1,Automático
57," 4,675 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,680 ", -   , -   , -   , -   , -   , 1 ,Automático
45," 4,680 ", -   , -   , -   , -   , -   ,1,Automático
54," 4,681 ", -   , -   , -   , -   , -   ,1,Automático
53," 4,687 ", -   , -   , -   , -   , -   ,1,Automático
45," 4,692 ", -   , -   , -   , -   , -   ,1,Automático
65," 4,698 ", -   , -   , -   , -   , -   , 1 ,Automático
78," 4,700 ", -   , -   , -   , -   , -   ,1,Automático
51," 4,702 ", -   , -   , -   , -   , -   ,1,Automático
46," 4,702 ", -   , -   , -   , -   , -   ,1,Facultativo
39," 4,706 ", -   , -   , -   , -   , -   ,1,Automático
71," 4,707 ", -   , -   , -   , -   , -   ,1,Automático
31," 4,708 ", -   , -   , -   , -   , -   ,1,Facultativo
44," 4,712 ", -   , -   , -   , -   , -   ,1,Automático
75," 4,717 ", -   , -   , -   , -   , -   ,1,Automático
60," 4,719 ", -   , -   , -   , -   , -   ,1,Automático
25," 4,722 ", -   , -   , -   , -   , -   ,1,Automático
64," 4,724 ", -   , -   , -   , -   , -   , 1 ,Automático
49," 4,731 ", -   , -   , -   , -   , -   ,1,Automático
75," 4,743 ", -   , -   , -   , -   , -   ,1,Automático
25," 4,744 ", -   , -   , -   ," 4,744 ", 597 ,1,Automático
43," 4,747 ", -   , -   , -   , -   , -   ,1,Facultativo
35," 4,750 ", -   , -   , -   , -   , -   ,1,Automático
40," 4,760 ", -   , -   , -   , -   , -   ,1,Automático
54," 4,773 ", -   , -   , -   ," 4,773 ", -   ,1,Automático
55," 4,775 ", -   , -   , -   , -   , -   ,1,Automático
75," 4,775 ", -   , -   , -   , -   , -   ,1,Automático
29," 4,776 ", -   , -   , -   ," 4,776 ", -   ,1,Automático
75," 4,776 ", -   , -   , -   , -   , -   ,1,Automático
35," 4,781 ", -   , -   , -   , -   , -   ,1,Automático
56," 4,794 ", -   , -   , -   , -   , -   ,1,Automático
33," 4,798 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,798 ", -   , -   , -   , -   , -   ,1,Facultativo
24," 4,799 ", -   , -   , -   , -   , -   ,1,Automático
41," 4,804 ", -   , -   , -   , -   , -   ,1,Automático
33," 4,805 ", -   , -   , -   , -   , -   ,1,Automático
38," 4,808 ", -   , -   , -   , -   , -   ,1,Automático
58," 4,810 ", -   , -   , -   , -   , -   ,1,Automático
30," 4,812 ", -   , -   , -   , -   , -   ,1,Automático
33," 4,819 ", -   , -   , -   , -   , -   ,1,Automático
48," 4,826 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 4,828 ", -   , -   , -   , -   , -   , 1 ,Automático
26," 4,829 ", -   , -   , -   , -   , -   ,1,Automático
50," 4,830 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 4,833 ", -   , -   , -   , -   , -   , 1 ,Automático
50," 4,834 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,834 ", -   , -   , -   , -   , -   ,1,Automático
77," 4,836 ", -   , -   , -   , -   , -   ,1,Automático
85," 4,838 ", -   , -   , -   , -   , -   ,1,Automático
41," 4,849 ", -   , -   , -   , -   , -   ,1,Automático
63," 4,850 ", -   , -   , -   , -   , -   , 1 ,Automático
32," 4,853 ", -   , -   , -   , -   , -   ,1,Automático
62," 4,856 ", -   , -   , -   , -   , -   , 1 ,Automático
55," 4,860 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 4,861 ", -   , -   , -   , -   , -   ,1,Automático
30," 4,882 ", -   , -   , -   , -   , -   ,1,Automático
44," 4,884 ", -   , -   , -   , -   , -   ,1,Automático
36," 4,885 ", -   , -   , -   , -   , -   ,1,Automático
42," 4,894 ", -   , -   , -   , -   , -   ,1,Automático
46," 4,898 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,900 ", -   , -   , -   , -   , -   ,1,Automático
61," 4,901 ", -   , -   , -   , -   , -   ,1,Automático
73," 4,908 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 4,914 ", -   , -   , -   , -   , -   ,1,Automático
51," 4,915 ", -   , -   , -   ," 4,915 ", -   ,1,Automático
68," 4,930 ", -   , -   , -   , -   , -   ,1,Automático
32," 4,931 ", -   , -   , -   , -   , -   ,1,Automático
59," 4,939 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 4,948 ", -   , -   , -   , -   , -   ,1,Automático
53," 4,949 ", -   , -   , -   , -   , -   ,1,Automático
71," 4,950 ", -   , -   , -   , -   , -   ,1,Automático
49," 4,950 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 4,953 ", -   , -   , -   , -   , -   ,1,Automático
60," 4,956 ", -   , -   , -   , -   , -   ,1,Automático
66," 4,956 ", -   , -   , -   , -   , -   , 1 ,Automático
22," 4,958 ", -   , -   , -   , -   , -   ,1,Automático
33," 4,978 ", -   , -   , -   , -   , -   ,1,Automático
40," 4,982 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 4,983 ", -   , -   , -   , -   , -   ,1,Automático
63," 4,985 ", -   , -   , -   , -   , -   , 1 ,Automático
46," 4,986 ", -   , -   , -   , -   , -   ,1,Automático
36," 5,000 ", -   , -   , -   , -   , -   ,1,Automático
25," 5,000 ", -   , -   , -   , -   ," 58,805 ",1,Automático
29," 5,000 ", -   , -   , -   , -   ," 59,943 ",1,Automático
34," 5,000 ", -   , -   , -   , -   , -   ,1,Automático
39," 5,000 ", -   , -   , -   , -   ," 194,465 ",1,Automático
39," 5,000 ", -   , -   , -   , -   ," 321,894 ",1,Automático
42," 5,000 ", -   , -   , -   , -   ," 240,457 ",1,Automático
49," 5,000 ", -   , -   , -   , -   , -   ,2,Automático
54," 5,000 ", -   , -   , -   , -   , -   ,1,Automático
33," 5,004 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 5,006 ", -   , -   , -   , -   , -   ,1,Facultativo
62," 5,008 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 5,010 ", -   , -   , -   , -   , -   ,1,Automático
84," 5,017 ", -   , -   , -   , -   , -   ,1,Automático
34," 5,020 ", -   , -   , -   , -   , -   ,1,Automático
31," 5,029 ", -   , -   , -   ," 5,029 ", -   ,1,Automático
36," 5,038 ", -   , -   , -   , -   , -   ,1,Automático
56," 5,041 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 5,046 ", -   , -   , -   , -   , -   ,1,Automático
32," 5,051 ", -   , -   , -   , -   , -   ,1,Automático
42," 5,056 ", -   , -   , -   , -   , -   ,1,Automático
52," 5,061 ", -   , -   , -   , -   , -   ,1,Automático
26," 5,063 ", -   , -   , -   , -   , -   ,1,Automático
76," 5,064 ", -   , -   , -   , -   , -   ,1,Automático
46," 5,068 ", -   , -   , -   , -   , -   ,1,Automático
54," 5,069 ", -   , -   , -   , -   , -   ,1,Automático
30," 5,078 ", -   , -   , -   , -   , -   ,1,Automático
48," 5,084 ", -   , -   , -   , -   , -   ,1,Facultativo
56," 5,084 ", -   , -   , -   , -   , -   ,1,Automático
33," 5,087 ", -   , -   , -   , -   , -   ,1,Automático
39," 5,087 ", -   , -   , -   , -   , -   ,1,Automático
37," 5,089 ", -   , -   , -   ," 5,089 ", 696 ,1,Automático
25," 5,091 ", -   , -   , -   , -   , -   ,1,Automático
30," 5,092 ", -   , -   , -   , -   , -   ,1,Automático
52," 5,095 ", -   , -   , -   , -   , -   ,1,Automático
44," 5,099 ", -   , -   , -   ," 5,099 ", -   ,1,Automático
57," 5,113 ", -   , -   , -   , -   , -   ,1,Automático
66," 5,116 ", -   , -   , -   , -   , -   , 2 ,Automático
34," 5,118 ", -   , -   , -   , -   , -   ,1,Automático
46," 5,122 ", -   , -   , -   , -   , -   ,1,Automático
38," 5,127 ", -   , -   , -   , -   , -   ,1,Automático
63," 5,127 ", -   , -   , -   , -   , -   , 1 ,Automático
55," 5,129 ", -   , -   , -   ," 5,129 ", -   ,1,Automático
31," 5,129 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 5,130 ", -   , -   , -   , -   , -   ,1,Automático
43," 5,137 ", -   , -   , -   , -   , -   ,1,Automático
48," 5,140 ", -   , -   , -   , -   , -   ,1,Automático
47," 5,141 ", -   , -   , -   , -   , -   ,1,Automático
32," 5,144 ", -   , -   , -   , -   , -   ,1,Automático
39," 5,147 ", -   , -   , -   ," 5,147 ", -   ,1,Automático
29," 5,162 ", -   , -   , -   , -   , -   ,1,Automático
52," 5,170 ", -   , -   , -   , -   , -   ,1,Automático
63," 5,178 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 5,180 ", -   , -   , -   , -   , -   ,1,Automático
21," 5,184 ", -   , -   , -   , -   , -   ,1,Automático
67," 5,189 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 5,190 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 5,192 ", -   , -   , -   , -   , -   ,1,Automático
64," 5,194 ", -   , -   , -   , -   , -   , 1 ,Automático
43," 5,197 ", -   , -   , -   , -   , -   ,1,Automático
43," 5,204 ", -   , -   , -   , -   , -   ,1,Automático
40," 5,209 ", -   , -   , -   , -   , -   ,1,Automático
71," 5,210 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 5,216 ", -   , -   , -   , -   , -   , 1 ,Automático
84," 5,217 ", -   , -   , -   , -   , -   ,1,Automático
50," 5,242 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 5,246 ", -   , -   , -   , -   , -   ,1,Facultativo
44," 5,246 ", -   , -   , -   , -   , -   ,2,Facultativo
37," 5,252 ", -   , -   , -   , -   , -   ,1,Automático
85," 5,267 ", -   , -   , -   , -   , -   , 1 ,Facultativo
51," 5,268 ", -   , -   , -   ," 5,268 ", -   ,1,Automático
82," 5,269 ", -   , -   , -   , -   , -   ,1,Automático
55," 5,276 ", -   , -   , -   , -   , -   ,1,Facultativo
68," 5,277 ", -   , -   , -   , -   , -   ,1,Automático
64," 5,277 ", -   , -   , -   , -   , -   , 1 ,Automático
79," 5,280 ", -   , -   , -   , -   , -   ,1,Automático
38," 5,281 ", -   , -   , -   ," 5,281 ", -   ,1,Automático
35," 5,281 ", -   , -   , -   , -   , -   ,1,Automático
55," 5,288 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 5,290 ", -   , -   , -   , -   , -   ,1,Automático
51," 5,291 ", -   , -   , -   , -   , -   ,1,Facultativo
72," 5,304 ", -   , -   , -   , -   , -   ,1,Automático
49," 5,326 ", -   , -   , -   ," 5,326 ", -   ,1,Automático
43," 5,330 ", -   , -   , -   , -   , -   ,1,Facultativo
45," 5,338 ", -   , -   , -   , -   , -   ,1,Facultativo
30," 5,340 ", -   , -   , -   , -   , -   ,1,Automático
28," 5,345 ", -   , -   , -   , -   , -   ,1,Automático
35," 5,350 ", -   , -   , -   , -   , -   ,1,Facultativo
69," 5,353 ", -   , -   , -   , -   , -   ,1,Automático
53," 5,357 ", -   , -   , -   , -   , -   ,1,Automático
64," 5,361 ", -   , -   , -   , -   , -   , 1 ,Automático
60," 5,362 ", -   , -   , -   , -   , -   ,1,Automático
53," 5,363 ", -   , -   , -   , -   , -   ,1,Automático
52," 5,376 ", -   , -   , -   , -   , -   ,1,Automático
38," 5,376 ", -   , -   , -   , -   , -   ,1,Facultativo
64," 5,382 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 5,385 ", -   , -   , -   , -   , -   ,1,Automático
74," 5,387 ", -   , -   , -   , -   , -   ,1,Automático
66," 5,388 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 5,407 ", -   , -   , -   , -   , -   ,1,Automático
74," 5,407 ", -   , -   , -   , -   , -   ,1,Automático
74," 5,412 ", -   , -   , -   , -   , -   ,1,Automático
55," 5,423 ", -   , -   , -   ," 5,423 ", -   ,1,Automático
45," 5,423 ", -   , -   , -   , -   , -   ,1,Facultativo
21," 5,428 ", -   , -   , -   , -   , -   ,1,Automático
61," 5,438 ", -   , -   , -   , -   , -   ,1,Automático
46," 5,444 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 5,459 ", -   , -   , -   , -   , -   ,1,Automático
27," 5,476 ", -   , -   , -   ," 5,476 "," 2,816 ",1,Automático
39," 5,476 ", -   , -   , -   , -   , -   ,1,Automático
53," 5,492 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 5,495 ", -   , -   , -   , -   , -   ,1,Automático
35," 5,500 ", -   , -   , -   , -   , -   ,1,Automático
38," 5,500 ", -   , -   , -   , -   , -   ,2,Automático
53," 5,500 ", -   , -   , -   , -   , -   ,1,Automático
62," 5,500 ", -   , -   , -   , -   , -   , 2 ,Automático
59," 5,506 ", -   , -   , -   ," 5,506 ", -   ,1,Automático
24," 5,507 ", -   , -   , -   ," 5,507 "," 2,850 ",1,Automático
34," 5,511 ", -   , -   , -   ," 5,511 ", -   ,1,Automático
67," 5,531 ", -   , -   , -   , -   , -   ,1,Automático
42," 5,541 ", -   , -   , -   , -   , -   ,1,Automático
69," 5,543 ", -   , -   , -   , -   , -   ,1,Automático
64," 5,545 ", -   , -   , -   , -   , -   ,1,Facultativo
